alphaCount;alphaNumCount;alphaWordCount;averageWordLengh;charSeq1;charSeq2;charSeq3;charSeq4;charSeq5;charSeq6;charSeq7;charSeq8;charSeq9;lineCount;maxRepeatedWordCount;maxWordLength;numberCount;whiteSpaceCount;spam
0.753904;0.776646;0.916844;4.878465;0.021322;0.066098;0.076759;0.104478;0.083156;0.053305;0.057569;0.040512;0.027719;2;3;15;0.142857;0.191107;SPAM
0.756209;0.776079;0.91052;4.911729;0.015719;0.041112;0.04474;0.056832;0.055623;0.058041;0.05925;0.042322;0.027811;117;3;14;0.125756;0.190867;SPAM
0.7;0.7;1;5.25;0;0.25;0;0;0.25;0;0.5;0;0;1;2;7;0;0.2;SPAM
0.855615;0.855615;0.972222;6.666667;0.027778;0.041667;0.041667;0.069444;0.097222;0.291667;0.097222;0.069444;0.111111;4;6;15;0;0.135472;SPAM
0.703091;0.703091;0.782353;3.747059;0.076471;0.076471;0.076471;0.135294;0.094118;0.041176;0.070588;0.052941;0.011765;2;1;15;0;0.241722;SPAM
0.885375;0.885375;0.961538;8.615385;0.038462;0.038462;0.076923;0.115385;0.115385;0.076923;0.115385;0.038462;0.076923;7;16;22;0;0.106719;SPAM
0.688755;0.738956;0.818182;4.779221;0.038961;0.077922;0.142857;0.142857;0.103896;0.051948;0.103896;0.025974;0.038961;43;1;15;0.324675;0.206827;SPAM
0.771478;0.783505;0.944444;5.066667;0.022222;0.111111;0.122222;0.122222;0.133333;0.033333;0.055556;0.055556;0.022222;24;4;12;0.077778;0.185567;SPAM
0.8;0.8;1;4.923077;0;0.076923;0.076923;0.461538;0;0.230769;0.076923;0;0;4;3;10;0;0.175;SPAM
0.868132;0.868132;1;6.869565;0;0.028986;0.043478;0.086957;0.101449;0.231884;0.144928;0.086957;0.15942;3;7;13;0;0.128205;SPAM
0.349769;0.651772;0.257778;1.88;0.128889;0.266667;0.093333;0.053333;0.031111;0.004444;0.004444;0;0.004444;6;1;9;0.871111;0.346687;SPAM
0.861557;0.863965;0.980645;6.945161;0.009677;0.029032;0.022581;0.109677;0.1;0.170968;0.122581;0.151613;0.135484;22;5;17;0.019355;0.130016;SPAM
0.744186;0.744186;0.875;4;0.125;0.25;0;0.25;0.125;0;0.25;0;0;1;1;7;0;0.209302;SPAM
0.849251;0.852528;0.964029;6.55036;0.021583;0.021583;0.061151;0.082734;0.122302;0.111511;0.158273;0.107914;0.111511;22;3;17;0.02518;0.138577;SPAM
0.662319;0.684058;0.81982;4.252252;0.099099;0.054054;0.198198;0.144144;0.108108;0.045045;0.045045;0.063063;0;6;3;12;0.135135;0.237681;SPAM
0.638365;0.858491;0.570313;6.398438;0.101563;0.125;0.109375;0.085938;0.0625;0.039063;0.101563;0.023438;0.101563;14;1;18;1.640625;0.137317;SPAM
0.863724;0.865643;0.985507;6.536232;0.014493;0.043478;0.028986;0.101449;0.188406;0.144928;0.173913;0.057971;0.130435;3;11;13;0.014493;0.132438;SPAM
0.581197;0.638889;0.729927;4.364964;0.094891;0.153285;0.10219;0.109489;0.072993;0.058394;0.109489;0.058394;0.036496;21;1;13;0.394161;0.253205;SPAM
0.764762;0.775238;0.920245;4.993865;0.042945;0.09816;0.110429;0.110429;0.104294;0.08589;0.055215;0.09816;0.018405;23;2;15;0.067485;0.189524;SPAM
0.687117;0.687117;0.978723;4.765957;0.021277;0.106383;0.12766;0.191489;0.148936;0.085106;0.085106;0.085106;0.021277;7;4;11;0;0.226994;SPAM
0.694915;0.694915;0.857143;4.685714;0.142857;0.085714;0.085714;0.228571;0.085714;0.085714;0.142857;0;0.028571;8;5;13;0;0.224576;SPAM
0.636215;0.66721;0.782178;4.049505;0.128713;0.069307;0.178218;0.158416;0.079208;0.059406;0.049505;0.059406;0.009901;5;3;12;0.188119;0.247961;SPAM
0.698113;0.698113;0.888889;4.111111;0.111111;0.111111;0.111111;0.333333;0.111111;0;0.222222;0;0;1;4;7;0;0.226415;SPAM
0.795276;0.795276;0.948052;5.246753;0.025974;0.064935;0.142857;0.142857;0.064935;0.038961;0.142857;0.064935;0.025974;11;3;12;0;0.177165;SPAM
0.76009;0.764574;0.986486;4.608108;0;0.162162;0.148649;0.108108;0.067568;0.067568;0.108108;0.054054;0.040541;10;9;10;0.027027;0.199552;SPAM
0.755776;0.785379;0.903002;5.024249;0.008083;0.032333;0.057737;0.099307;0.056582;0.064665;0.060046;0.055427;0.031178;97;3;17;0.189376;0.185379;SPAM
0.66617;0.692996;0.786325;3.974359;0.136752;0.128205;0.145299;0.094017;0.059829;0.042735;0.068376;0.034188;0.025641;3;2;17;0.153846;0.23994;SPAM
0.786648;0.78912;0.9625;4.654167;0.0125;0.05;0.064583;0.08125;0.070833;0.064583;0.083333;0.047917;0.033333;64;3;13;0.014583;0.190039;SPAM
0.726027;0.730594;0.882353;4.705882;0.088235;0.117647;0.117647;0.205882;0.058824;0.088235;0.147059;0;0.029412;8;5;14;0.029412;0.210046;SPAM
0.828571;0.828571;1;5.8;0;0;0;0.4;0;0;0.6;0;0;1;7;7;0;0.142857;SPAM
0.634349;0.65651;0.717514;4.016949;0.118644;0.101695;0.073446;0.118644;0.056497;0.112994;0.056497;0.045198;0.016949;18;1;16;0.135593;0.253001;SPAM
0.858361;0.860957;0.973373;6.869822;0.011834;0.023669;0.06213;0.065089;0.12426;0.112426;0.142012;0.130178;0.10355;22;1;15;0.02071;0.131999;SPAM
0.756235;0.760257;0.968912;4.896373;0.025907;0.072539;0.108808;0.108808;0.088083;0.088083;0.031088;0.067358;0.062176;56;3;13;0.025907;0.197104;SPAM
0.767797;0.778531;0.916388;4.608696;0.010033;0.083612;0.080268;0.090301;0.060201;0.043478;0.070234;0.050167;0.036789;26;1;15;0.063545;0.194915;SPAM
0.713881;0.745042;0.929825;4.614035;0.017544;0.087719;0.140351;0.105263;0.122807;0.087719;0.122807;0;0.035088;9;2;10;0.192982;0.206799;SPAM
0.755959;0.78391;0.903846;5.059524;0.010073;0.03022;0.042125;0.077839;0.057692;0.069597;0.062271;0.051282;0.032051;124;3;14;0.180403;0.185443;SPAM
0.777778;0.791962;0.789474;5.877193;0.140351;0.105263;0.140351;0.105263;0.070175;0.087719;0.087719;0.052632;0;18;1;20;0.105263;0.170213;SPAM
0.660094;0.666952;0.960227;4.420455;0.019886;0.014205;0.244318;0.207386;0.272727;0.227273;0.008523;0;0;36;1;7;0.045455;0.241749;SPAM
0.68435;0.68435;0.981481;4.777778;0.018519;0.074074;0.148148;0.222222;0.055556;0.092593;0.092593;0.092593;0.018519;9;5;10;0;0.225464;SPAM
0.518248;0.596715;0.675926;3.027778;0.138889;0.148148;0.12963;0.222222;0.055556;0.055556;0.037037;0;0;18;2;11;0.398148;0.29927;SPAM
0.783784;0.783784;0.8;5.8;0.2;0;0;0;0.2;0;0.4;0;0.2;2;5;9;0;0.162162;SPAM
0.831938;0.840311;0.958333;5.854167;0.0125;0.05;0.045833;0.1;0.1;0.170833;0.1125;0.075;0.066667;24;3;13;0.058333;0.151316;SPAM
0.783285;0.790618;0.956722;5.163878;0.00577;0.01558;0.034622;0.053664;0.054818;0.045009;0.051933;0.036353;0.03693;112;3;18;0.047894;0.1812;SPAM
0.740741;0.740741;0.75;5;0.25;0;0;0;0.25;0;0.5;0;0;1;5;7;0;0.185185;SPAM
0.647059;0.701681;0.807229;4.024096;0.108434;0.156627;0.156627;0.192771;0.096386;0.048193;0.048193;0.024096;0;9;2;16;0.313253;0.235294;SPAM
0.7;0.7;1;7;0;0;0;0;0;0;1;0;0;1;7;7;0;0.2;SPAM
0.846154;0.846154;1;7.333333;0;0;0;0;0;0;0.666667;0.333333;0;1;8;8;0;0.115385;SPAM
0.76694;0.772074;0.934641;4.915033;0.03268;0.098039;0.111111;0.117647;0.098039;0.098039;0.078431;0.084967;0.019608;22;2;15;0.03268;0.191992;SPAM
0.737828;0.762172;0.90303;4.933333;0.030303;0.109091;0.121212;0.109091;0.09697;0.09697;0.084848;0.084848;0.024242;19;2;15;0.157576;0.195693;SPAM
0.855876;0.85898;0.978947;6.796491;0.007018;0.021053;0.059649;0.063158;0.140351;0.133333;0.161404;0.091228;0.136842;22;1;15;0.024561;0.133481;SPAM
0.669251;0.702842;0.82906;4.649573;0.076923;0.08547;0.076923;0.179487;0.076923;0.051282;0.051282;0.059829;0.042735;29;4;12;0.222222;0.223514;SPAM
0.739749;0.739749;1;7.137363;0;0.016484;0.038462;0.082418;0.120879;0.142857;0.197802;0.131868;0.082418;37;6;16;0;0.181663;SPAM
0.727672;0.736457;0.94958;4.226891;0.02521;0.12605;0.134454;0.134454;0.058824;0.058824;0.10084;0.05042;0.02521;2;3;11;0.05042;0.218155;SPAM
0.783537;0.783537;0.977273;5.840909;0.022727;0.068182;0.068182;0.113636;0.090909;0.181818;0.068182;0.090909;0.045455;9;6;12;0;0.17378;SPAM
0.72549;0.764706;0.888889;4.333333;0;0.333333;0;0.222222;0.111111;0.111111;0.222222;0;0;1;4;7;0.222222;0.196078;SPAM
0.643537;0.659864;0.602837;3.439716;0.106383;0.070922;0.106383;0.113475;0.042553;0.056738;0.042553;0.028369;0.028369;23;1;12;0.085106;0.265306;SPAM
0.730072;0.733696;0.95;5.0625;0.025;0.1;0.1125;0.15;0.1125;0.15;0.1;0.0375;0.0125;19;3;13;0.025;0.20471;SPAM
0.764151;0.775681;0.900813;4.813008;0.011382;0.03252;0.055285;0.074797;0.04878;0.055285;0.065041;0.04065;0.039024;69;3;14;0.071545;0.19261;SPAM
0.723881;0.726368;0.830508;4.949153;0.050847;0.067797;0.084746;0.101695;0.101695;0.101695;0.118644;0.050847;0.050847;6;1;12;0.016949;0.208955;SPAM
0.694223;0.712541;0.872464;4.397101;0.031884;0.055072;0.063768;0.121739;0.066667;0.052174;0.066667;0.052174;0.011594;48;2;13;0.113043;0.224519;SPAM
0.776163;0.777616;0.847826;3.876812;0.108696;0.181159;0.15942;0.101449;0.137681;0.123188;0.137681;0;0;7;1;12;0.007246;0.210756;SPAM
0.723658;0.733598;0.850575;4.241379;0.103448;0.045977;0.114943;0.172414;0.103448;0.103448;0.068966;0.034483;0.034483;8;3;11;0.057471;0.218688;SPAM
0.531052;0.570342;0.75;4.6875;0.0625;0.020833;0.09375;0.104167;0.03125;0.09375;0.052083;0.052083;0.010417;18;1;11;0.322917;0.275032;SPAM
0.748062;0.763566;0.910448;5.880597;0.029851;0.134328;0.104478;0.089552;0.089552;0.029851;0.044776;0.029851;0.029851;15;2;14;0.119403;0.182171;SPAM
0.696203;0.740506;0.884615;4.5;0;0.115385;0.423077;0.076923;0;0.038462;0.038462;0.038462;0;3;8;10;0.269231;0.208861;SPAM
0.666522;0.673035;0.982558;4.505814;0.002907;0.008721;0.235465;0.247093;0.244186;0.247093;0.011628;0;0;36;2;7;0.043605;0.23795;SPAM
0.815789;0.815789;1;5.166667;0;0;0.166667;0.166667;0.333333;0;0.333333;0;0;2;3;7;0;0.157895;SPAM
0.714286;0.714286;1;5;0;0;0;0.571429;0.142857;0;0.285714;0;0;1;5;7;0;0.204082;SPAM
0.762089;0.762089;0.920168;4.966387;0.046218;0.07563;0.071429;0.113445;0.092437;0.071429;0.10084;0.071429;0.042017;30;3;14;0;0.195358;SPAM
0.768534;0.787765;0.936893;5.48835;0.008738;0.027184;0.03301;0.043689;0.039806;0.033981;0.052427;0.037864;0.033981;124;3;14;0.133981;0.177536;SPAM
0.71759;0.740721;0.915309;4.485342;0.022801;0.078176;0.09772;0.094463;0.09772;0.029316;0.061889;0.04886;0.029316;30;3;13;0.140065;0.211942;SPAM
0.858849;0.860128;0.986348;6.883959;0.006826;0.027304;0.037543;0.085324;0.116041;0.174061;0.170648;0.109215;0.105802;19;1;18;0.010239;0.132196;SPAM
0.610611;0.633634;0.721461;2.890411;0.077626;0.205479;0.13242;0.09589;0.045662;0.041096;0.027397;0.013699;0.009132;21;1;12;0.105023;0.203203;SPAM
0.75;0.75;1;4.965517;0;0.137931;0.103448;0.172414;0.068966;0.103448;0.068966;0.068966;0;7;7;12;0;0.197917;SPAM
0.696023;0.704545;0.964912;4.350877;0.017544;0.087719;0.210526;0.157895;0.157895;0.122807;0.087719;0;0.017544;11;6;9;0.052632;0.227273;SPAM
0.717737;0.73363;0.902985;4.30597;0.029851;0.070896;0.085821;0.104478;0.093284;0.070896;0.067164;0.029851;0.007463;26;3;11;0.093284;0.218055;SPAM
0.821429;0.821429;1;5.75;0;0.25;0;0.25;0;0;0.25;0;0;1;10;10;0;0.142857;SPAM
0.579312;0.646271;0.590377;3.639792;0.018205;0.029259;0.025358;0.027958;0.022107;0.020156;0.011053;0.015605;0.013654;208;1;17;0.377113;0.265643;SPAM
0.073684;0.073684;1;7;0;0;0;0;0;0;1;0;0;2;7;7;0;0.347368;SPAM
0.78836;0.793651;0.96875;4.6875;0.03125;0.0625;0.21875;0.25;0.09375;0.09375;0.03125;0.125;0;6;6;11;0.03125;0.185185;SPAM
0.866715;0.867297;0.973131;6.970794;0.015187;0.01285;0.042056;0.098131;0.121495;0.123832;0.134346;0.130841;0.113318;43;1;16;0.004673;0.128488;SPAM
0.712121;0.712121;0.875;5.875;0.125;0;0.125;0.125;0.125;0;0.125;0.125;0.125;1;10;10;0;0.19697;SPAM
0.551724;0.572714;0.677966;3.237288;0.127119;0.144068;0.169492;0.110169;0.059322;0.033898;0.050847;0.050847;0;6;1;12;0.118644;0.301349;SPAM
0.687704;0.697497;0.790419;3.838323;0.053892;0.095808;0.095808;0.113772;0.077844;0.05988;0.071856;0.017964;0.02994;16;1;16;0.053892;0.241567;SPAM
0.665284;0.73029;0.826531;5.387755;0.040816;0.071429;0.163265;0.142857;0.112245;0.081633;0.132653;0.05102;0.081633;8;1;16;0.479592;0.201936;SPAM
0.64486;0.716511;0.767857;4.107143;0.107143;0.178571;0.160714;0.142857;0.142857;0;0.071429;0.017857;0;7;2;12;0.410714;0.227414;SPAM
0.736726;0.743363;0.901408;4.732394;0.070423;0.070423;0.15493;0.183099;0.014085;0.084507;0.056338;0.042254;0.056338;13;4;12;0.042254;0.205752;SPAM
0.615982;0.72475;0.696296;4.837037;0.014815;0.066667;0.118519;0.037037;0.051852;0.022222;0.044444;0.044444;0.051852;2;5;12;0.725926;0.211987;SPAM
0.824859;0.844633;0.913978;6.430108;0.032258;0.064516;0.053763;0.129032;0.096774;0.182796;0.075269;0.075269;0.139785;10;1;15;0.150538;0.142655;SPAM
0.778409;0.778409;0.961538;5.269231;0.038462;0.076923;0.153846;0.153846;0.076923;0.115385;0.115385;0.076923;0;6;5;12;0;0.181818;SPAM
0.753769;0.765829;0.943182;4.329545;0.028409;0.113636;0.102273;0.176136;0.096591;0.051136;0.051136;0.045455;0.039773;33;3;12;0.068182;0.205025;SPAM
0.77058;0.773279;0.974359;4.897436;0.025641;0.042735;0.111111;0.128205;0.153846;0.102564;0.051282;0.034188;0.017094;23;7;13;0.017094;0.191633;SPAM
0.715334;0.77036;0.831683;5.19802;0.024752;0.079208;0.059406;0.079208;0.049505;0.054455;0.054455;0.059406;0.029703;66;7;14;0.371287;0.188555;SPAM
0.594714;0.613803;0.701754;3.666667;0.122807;0.166667;0.078947;0.122807;0.061404;0.087719;0.04386;0.04386;0.026316;7;1;12;0.114035;0.276065;SPAM
0.534707;0.55423;0.591463;3.115854;0.128049;0.103659;0.079268;0.060976;0.109756;0.054878;0.060976;0.012195;0.012195;19;1;12;0.109756;0.31128;SPAM
0.662065;0.730492;0.794776;4.541045;0.037313;0.067164;0.08209;0.085821;0.074627;0.044776;0.052239;0.048507;0.033582;2;5;12;0.425373;0.214886;SPAM
0.696697;0.741742;0.859649;4.333333;0.070175;0.105263;0.140351;0.280702;0.122807;0.052632;0.122807;0.035088;0;4;2;11;0.263158;0.213213;SPAM
0.74183;0.748366;0.961538;4.403846;0.019231;0.134615;0.192308;0.192308;0.115385;0.038462;0.057692;0.076923;0.038462;7;2;9;0.038462;0.20915;SPAM
0.778638;0.789474;0.948454;5.257732;0.020619;0.103093;0.103093;0.154639;0.123711;0.041237;0.061856;0.041237;0.020619;17;3;14;0.072165;0.179567;SPAM
0.567426;0.58669;0.654206;3.130841;0.140187;0.130841;0.149533;0.121495;0.065421;0.046729;0.046729;0.009346;0;6;1;13;0.102804;0.299475;SPAM
0.72973;0.72973;0.896552;4.655172;0.103448;0.103448;0.206897;0.137931;0.137931;0.103448;0.137931;0;0;10;7;15;0;0.210811;SPAM
0.543036;0.561815;0.652893;2.966942;0.140496;0.165289;0.173554;0.082645;0.057851;0.008264;0.049587;0.016529;0.016529;6;1;13;0.099174;0.312989;SPAM
0.663755;0.670306;0.954545;4.651515;0.030303;0.106061;0.151515;0.151515;0.121212;0.106061;0.075758;0.030303;0.015152;10;2;13;0.045455;0.235808;SPAM
0.72;0.733333;0.91358;5.432099;0.037037;0.098765;0.123457;0.111111;0.08642;0.123457;0.160494;0.135802;0.049383;17;4;10;0.098765;0.2;SPAM
0.870247;0.870851;0.990256;7.030451;0.007308;0.013398;0.034105;0.090134;0.105968;0.149817;0.176614;0.135201;0.10475;42;2;15;0.004872;0.126433;SPAM
0.771277;0.774468;0.952965;4.466258;0.01636;0.051125;0.059305;0.07362;0.06544;0.071575;0.071575;0.04499;0.014315;17;3;15;0.018405;0.199291;SPAM
0.819797;0.819797;1;5.046875;0;0.015625;0.015625;0.046875;0.859375;0;0.046875;0;0;10;5;10;0;0.170051;SPAM
0.779598;0.787635;0.938406;4.615942;0.016304;0.04529;0.054348;0.068841;0.04529;0.050725;0.063406;0.041667;0.03442;75;3;15;0.047101;0.191345;SPAM
0.565089;0.58284;0.647059;3.310924;0.117647;0.109244;0.159664;0.12605;0.042017;0.058824;0.042017;0;0.008403;6;1;11;0.10084;0.295858;SPAM
0.874313;0.87449;0.99854;7.20146;0.00146;0.011679;0.039416;0.083212;0.106569;0.125547;0.160584;0.159124;0.105109;41;9;16;0.00146;0.123382;SPAM
0.759056;0.771679;0.869888;5.226766;0.070632;0.092937;0.074349;0.081784;0.085502;0.089219;0.122677;0.096654;0.055762;50;11;12;0.085502;0.187706;SPAM
0.697674;0.697674;1;5;0;0.166667;0;0.333333;0;0.166667;0.333333;0;0;1;2;7;0;0.209302;SPAM
0.755294;0.795294;0.926471;4.970588;0.014706;0.117647;0.117647;0.132353;0.102941;0.088235;0.132353;0.029412;0.029412;8;4;12;0.25;0.181176;SPAM
0.826347;0.826347;1;5.307692;0;0.230769;0.192308;0.153846;0.038462;0.115385;0.038462;0.038462;0;11;2;14;0;0.161677;SPAM
0.632716;0.712963;0.706897;3.982759;0.155172;0.137931;0.155172;0.137931;0.137931;0;0.068966;0.017241;0;7;2;12;0.448276;0.231481;SPAM
0.669213;0.743316;0.755102;3.971429;0.057143;0.122449;0.093878;0.081633;0.061224;0.036735;0.057143;0.040816;0.020408;35;3;15;0.395918;0.221543;SPAM
0.659449;0.751969;0.734694;5.197279;0.013605;0.054422;0.108844;0.081633;0.027211;0.081633;0.061224;0.061224;0.047619;2;5;16;0.639456;0.195866;SPAM
0.561208;0.583466;0.674797;2.98374;0.138211;0.186992;0.154472;0.105691;0.056911;0.02439;0.04878;0.01626;0.00813;6;1;13;0.113821;0.305246;SPAM
0.76663;0.769902;0.868421;4.644737;0.059211;0.065789;0.098684;0.171053;0.046053;0.085526;0.111842;0.072368;0.052632;11;1;15;0.019737;0.197383;SPAM
0.869743;0.870424;0.994521;7.00274;0.00411;0.013699;0.042466;0.086301;0.115068;0.128767;0.178082;0.139726;0.112329;42;2;14;0.005479;0.126852;SPAM
0.740646;0.746284;0.862319;5.275362;0.068841;0.09058;0.112319;0.083333;0.115942;0.086957;0.105072;0.065217;0.068841;25;1;13;0.039855;0.197335;SPAM
0.698795;0.708434;0.925926;4.355556;0.02963;0.096296;0.111111;0.118519;0.066667;0.066667;0.111111;0.014815;0.014815;7;2;12;0.059259;0.226506;SPAM
0.804079;0.80755;0.95935;5.04336;0.006775;0.02981;0.04336;0.078591;0.065041;0.050136;0.071816;0.050136;0.03794;124;2;14;0.02168;0.176177;SPAM
0.861122;0.861321;0.985669;6.893312;0.012739;0.019108;0.050955;0.100318;0.125796;0.132166;0.136943;0.128981;0.121019;12;4;18;0.001592;0.131715;SPAM
0.795756;0.81565;0.946237;6.612903;0.010753;0.032258;0.107527;0.107527;0.096774;0.096774;0.086022;0.139785;0.075269;11;6;23;0.16129;0.155172;SPAM
0.757576;0.757576;1;5;0;0.4;0;0.2;0;0;0.2;0;0;1;10;10;0;0.181818;SPAM
0.760584;0.766423;0.933333;5;0.028571;0.085714;0.133333;0.104762;0.047619;0.066667;0.066667;0.085714;0.019048;6;3;13;0.038095;0.192701;SPAM
0.714286;0.714286;1;4.545455;0;0.090909;0.090909;0.272727;0;0.090909;0.090909;0.181818;0;2;2;8;0;0.214286;SPAM
0.637555;0.668122;0.871795;3.923077;0.051282;0.25641;0.051282;0.205128;0.128205;0.051282;0.025641;0.076923;0.025641;8;3;9;0.179487;0.248908;SPAM
0.78626;0.78626;0.96;5.297143;0.028571;0.08;0.057143;0.102857;0.074286;0.097143;0.08;0.08;0.034286;30;3;18;0;0.180662;SPAM
0.762115;0.770124;0.944573;4.441109;0.013857;0.060046;0.078522;0.092379;0.066975;0.053118;0.057737;0.053118;0.036952;23;3;13;0.046189;0.201442;SPAM
0.630189;0.630189;0.828571;4.771429;0.142857;0;0.057143;0.028571;0.028571;0;0.085714;0;0;12;5;13;0;0.249057;SPAM
0.767442;0.767442;1;4.714286;0;0.142857;0.142857;0.285714;0.142857;0;0.142857;0.142857;0;1;4;8;0;0.186047;SPAM
0.833333;0.833333;1;5.576923;0;0.230769;0.076923;0.192308;0.153846;0.038462;0.115385;0.038462;0;9;19;19;0;0.155172;SPAM
0.766772;0.770987;0.954825;4.507187;0.010267;0.026694;0.041068;0.059548;0.059548;0.041068;0.020534;0.01232;0.010267;3;3;14;0.024641;0.19986;SPAM
0.782609;0.782609;0.973333;5.76;0.013333;0.053333;0.08;0.173333;0.053333;0.16;0.08;0.08;0.093333;12;6;11;0;0.175725;SPAM
0.739255;0.747851;0.921739;4.53913;0.034783;0.121739;0.095652;0.165217;0.06087;0.026087;0.078261;0.06087;0.017391;6;3;12;0.052174;0.207736;SPAM
